name,gender,ratio,females,males,total
Tyaisa,F,100,26,0,26
Abelino,M,100,0,515,515
Antwian,M,100,0,70,70
Saun,M,100,0,10,10
Amyre,F,89,98,12,110
Shironda,F,100,83,0,83
Mateus,M,100,0,513,513
Jarquise,M,100,0,22,22
Dajoun,M,100,0,46,46
Jhamir,M,100,0,141,141
Adalee,F,100,1310,0,1310
Jazariyah,F,100,35,0,35
Thaddeous,M,100,0,45,45
Javelle,M,100,0,117,117
Lonniel,M,100,0,6,6
Khamden,M,100,0,13,13
Kristiane,F,100,114,0,114
Arpan,M,97,5,194,199
Preston,M,99,542,87455,87997
Krieg,M,100,0,43,43
Datavion,M,100,0,32,32
Kristen,F,99,216004,2057,218061
Chelesa,F,100,180,0,180
Damarea,M,94,10,149,159
Ilyana,F,100,689,0,689
Patrycja,F,100,227,0,227
Siam,M,100,0,52,52
Trinadee,F,100,62,0,62
Katlan,F,100,27,0,27
Ramirez,M,100,0,49,49
Cathrin,F,100,21,0,21
Loye,M,77,26,87,113
Kaula,F,100,204,0,204
Juron,M,100,0,64,64
Cirino,M,100,0,5,5
Starsky,M,100,0,134,134
Antara,F,100,157,0,157
Kateryn,F,100,121,0,121
Montero,M,100,0,49,49
Raphaella,F,100,197,0,197
Nashaun,M,100,0,273,273
Ailin,F,99,812,5,817
Dallie,F,100,96,0,96
Shaunae,F,100,71,0,71
Melburn,M,100,0,58,58
Shaquonna,F,100,28,0,28
Sessily,F,100,6,0,6
Priscillia,F,100,335,0,335
Domanic,M,99,11,1093,1104
Levearn,F,100,5,0,5
Tushara,F,100,5,0,5
Lorelle,F,100,657,0,657
Rhianna,F,100,5546,0,5546
Baneen,F,100,93,0,93
Myking,M,100,0,76,76
Jayvee,M,100,0,10,10
Erison,M,100,0,5,5
Eddi,M,95,6,114,120
Nazariyah,F,100,15,0,15
Taneja,F,100,52,0,52
Mercedi,F,100,6,0,6
Vallene,F,100,7,0,7
Jennylee,F,100,96,0,96
Joben,M,100,0,19,19
Attia,F,100,7,0,7
Quintia,F,100,10,0,10
Aciel,M,100,0,7,7
Yesmine,F,100,5,0,5
Kendrich,M,100,0,16,16
Brioni,F,100,11,0,11
Salita,F,100,55,0,55
Josue,M,100,185,43458,43643
Josegabriel,M,100,0,5,5
Nickholas,M,100,0,94,94
Skylyn,F,100,681,0,681
Latrecia,F,100,445,0,445
Adalei,F,100,93,0,93
Seda,F,100,161,0,161
Surafel,M,100,0,67,67
Shakaria,F,100,69,0,69
Shiwanda,F,100,12,0,12
Jermy,M,100,0,711,711
Ameisha,F,100,72,0,72
Eyram,F,100,5,0,5
Kiandra,F,100,922,0,922
Maddalynn,F,100,174,0,174
Heavenlyn,F,100,6,0,6
Braidyn,M,84,83,425,508
Green,M,100,0,195,195
Chaliyah,F,100,24,0,24
Hade,F,100,58,0,58
Markeil,M,100,0,35,35
Terriss,M,100,0,12,12
Tannim,M,100,0,5,5
Bernadine,F,100,5421,0,5421
Malaiah,F,100,86,0,86
Maleina,F,100,18,0,18
Sahiba,F,100,84,0,84
Monai,F,100,172,0,172
Dasya,F,100,43,0,43
Quanesha,F,100,687,0,687
Dechlan,M,100,0,17,17
Johncarlos,M,100,0,441,441
Gita,F,100,420,0,420
Najah,F,98,1659,33,1692
Trynati,F,100,5,0,5
Aadhyan,M,100,0,5,5
Xareny,F,100,5,0,5
Givanni,M,100,0,80,80
Mikhal,M,88,5,37,42
Jezlin,F,100,5,0,5
Bohan,M,100,0,24,24
Ivania,F,100,473,0,473
Lauraine,F,100,294,0,294
Vick,M,100,0,329,329
Sahvannah,F,100,73,0,73
Jaymason,M,100,0,73,73
Kaliana,F,100,440,0,440
Lilan,F,100,20,0,20
Caralena,F,100,24,0,24
Tiffany,F,100,334277,1191,335468
Terryon,M,100,0,239,239
Bromley,M,100,0,5,5
Laurelei,F,100,35,0,35
Cleatis,M,100,0,24,24
Sophonie,F,100,133,0,133
Kuper,M,100,0,98,98
Markeia,F,100,144,0,144
Lawonna,F,100,22,0,22
Tanida,F,100,5,0,5
Jakota,M,100,0,100,100
Ashini,F,100,5,0,5
Lousie,F,100,17,0,17
Zarhia,F,100,15,0,15
Ronnette,F,100,738,0,738
Chanay,F,100,61,0,61
Aunika,F,100,303,0,303
Trumell,M,100,0,5,5
Feras,M,100,0,377,377
Haden,M,96,144,3262,3406
Lakecia,F,100,629,0,629
Lenford,M,100,0,42,42
Marlvin,M,100,0,5,5
Kirana,F,100,48,0,48
Keanne,F,100,22,0,22
Neishaly,F,100,6,0,6
Shalinda,F,100,270,0,270
Chatrice,F,100,5,0,5
Lisbel,F,100,17,0,17
Avae,F,100,5,0,5
Theren,M,100,0,8,8
Dejesus,M,100,0,22,22
Maclayne,F,100,17,0,17
Laneva,F,100,5,0,5
Amair,M,100,0,56,56
Orrey,M,100,0,5,5
Akyiah,F,100,6,0,6
Ashland,F,84,581,110,691
Jermaya,F,100,55,0,55
Nioka,F,100,108,0,108
Jaquata,F,100,7,0,7
Caylib,M,100,0,7,7
Avelardo,M,100,0,245,245
Zarrah,F,100,51,0,51
Pam,F,100,29643,23,29666
Taeven,M,100,0,16,16
Laquatta,F,100,7,0,7
Meha,F,100,167,0,167
Daequan,M,100,0,744,744
Marinda,F,100,1445,0,1445
Alithia,F,100,75,0,75
Ailan,M,100,0,6,6
Mahleah,F,100,11,0,11
Dnaiel,M,100,0,48,48
Shonica,F,100,72,0,72
Loretha,F,100,923,0,923
Shawndra,F,100,677,0,677
Guilian,M,100,0,7,7
Tekara,F,100,22,0,22
Rebbie,F,100,55,0,55
Rochan,F,100,5,0,5
Sharnece,F,100,17,0,17
Mecayla,F,100,5,0,5
Chiam,M,100,0,21,21
Cattleya,F,100,377,0,377
Jasirah,F,100,12,0,12
Yuxuan,M,72,5,13,18
Jessamae,F,100,7,0,7
Chrishauna,F,100,73,0,73
Oz,M,100,0,289,289
Jagjot,M,100,0,6,6
Dre,M,100,0,550,550
Gildo,M,100,0,5,5
Adedoyin,F,100,12,0,12
Americus,F,100,400,0,400
Suset,F,100,19,0,19
Robet,M,100,0,629,629
Benedict,M,100,0,4315,4315
Makeshia,F,100,98,0,98
Javy,M,100,0,38,38
Jontelle,F,100,5,0,5
Bartley,M,100,0,1155,1155
Sarabella,F,100,65,0,65
Tmara,F,100,10,0,10
Ciela,F,100,125,0,125
Rafuel,M,100,0,7,7
Gaylord,M,100,0,1371,1371
Devrin,M,100,0,87,87
Roshun,M,81,15,65,80
Kailanie,F,100,30,0,30
Inika,F,100,53,0,53
Tamarra,F,100,1195,0,1195
Aylana,F,100,128,0,128
Hayden,M,81,20897,86571,107468
Kennard,M,100,0,1778,1778
Adallyn,F,100,18,0,18
Bridgitt,F,100,150,0,150
Jettsen,M,100,0,5,5
Charvon,F,100,5,0,5
Aelisa,F,100,5,0,5
Lavonnia,F,100,16,0,16
Lamyah,F,100,230,0,230
Challis,F,85,87,15,102
Eiden,M,100,0,275,275
Dannica,F,100,411,0,411
Yulieth,F,100,57,0,57
Lashaunda,F,100,1421,0,1421
Blayklee,F,100,64,0,64
Aleesia,F,100,355,0,355
Lataveon,M,100,0,5,5
Nyria,F,100,10,0,10
Germell,M,100,0,5,5
Arrielle,F,100,273,0,273
Dominus,M,100,0,11,11
Larrry,M,100,0,5,5
Latrease,F,100,289,0,289
Mashon,M,100,0,6,6
Kelesha,F,100,5,0,5
Sharome,M,100,0,5,5
Brace,M,100,0,78,78
Orlandus,M,100,0,116,116
Lateresa,F,100,10,0,10
Daphyne,F,100,110,0,110
Trenon,M,100,0,11,11
Daelyn,F,69,946,425,1371
Jasniel,M,100,0,9,9
Mykayla,F,100,2446,0,2446
Tommye,F,99,340,5,345
Jamecia,F,100,817,0,817
Johnson,M,100,16,3886,3902
Tallyn,F,59,51,36,87
Coulette,F,100,5,0,5
Taylorlynn,F,100,10,0,10
Kaeo,M,100,0,216,216
Tremane,M,100,0,73,73
Jakylee,F,100,16,0,16
Lareesa,F,100,48,0,48
Lilyanah,F,100,174,0,174
Gordana,F,100,40,0,40
Ivia,F,100,5,0,5
Maysaa,F,100,6,0,6
Jamary,M,81,5,21,26
Jaretta,F,100,22,0,22
Dejania,F,100,5,0,5
Kenay,M,100,0,24,24
Goran,M,100,0,108,108
Rayvion,M,100,0,63,63
Benaiah,M,100,0,864,864
Syrus,M,100,0,1057,1057
Ardell,M,71,337,818,1155
Kamber,F,100,556,0,556
Keauna,F,100,342,0,342
Valier,F,100,5,0,5
Jeanphilippe,M,100,0,33,33
Kamirah,F,100,232,0,232
Ibeth,F,100,386,0,386
Aricia,F,100,32,0,32
Khaleel,M,100,0,765,765
Jareka,F,100,6,0,6
Deonnie,F,100,5,0,5
Lakenzi,F,100,5,0,5
Rewa,F,100,140,0,140
Nisma,F,100,15,0,15
Liev,M,100,0,166,166
Naw,F,100,58,0,58
Mercer,M,85,81,462,543
Isauro,M,100,0,298,298
Marcasia,F,100,17,0,17
Darniesha,F,100,10,0,10
Sarani,F,100,5,0,5
Jonh,M,100,0,155,155
Yaheli,F,100,24,0,24
Cameria,F,100,11,0,11
Arcely,F,100,22,0,22
Yamily,F,100,54,0,54
Antonios,M,100,0,741,741
Brynlei,F,100,50,0,50
Nesreen,F,100,187,0,187
Kailla,F,100,11,0,11
Willam,M,100,0,1399,1399
Addelynn,F,100,329,0,329
Manoa,M,100,0,16,16
Zyler,M,100,0,716,716
Felesia,F,100,87,0,87
Theartis,M,100,0,12,12
Viola,F,100,11925,0,11925
Henritta,F,100,60,0,60
Jachai,M,96,10,258,268
Lanecia,F,100,143,0,143
Makenya,F,100,34,0,34
Kayja,F,100,37,0,37
Leisly,F,100,38,0,38
Daviette,F,100,7,0,7
Ya,F,87,34,5,39
Taeon,M,100,0,12,12
Bern,M,100,0,57,57
Grissel,F,100,225,0,225
Elley,F,100,225,0,225
Shan,M,72,808,2105,2913
Scottia,F,100,5,0,5
Adore,F,91,136,13,149
Taimak,M,100,0,19,19
Azon,M,100,0,19,19
Trisha,F,100,39339,53,39392
Gequan,M,100,0,10,10
Mervat,F,100,12,0,12
Melecia,F,100,40,0,40
Abery,F,100,7,0,7
Chantoria,F,100,5,0,5
Makis,M,100,0,7,7
Jameshia,F,100,725,0,725
Karenann,F,100,115,0,115
Tameyka,F,100,5,0,5
Anaiyah,F,100,951,0,951
Dedrianna,F,100,6,0,6
Flormaria,F,100,24,0,24
Asberry,M,100,0,32,32
Adhithi,F,100,24,0,24
Damary,F,100,379,0,379
Mael,M,100,0,155,155
Ayanni,F,100,113,0,113
Zuley,F,100,80,0,80
Ziheir,M,100,0,5,5
Krishal,M,100,0,5,5
Rochester,M,100,0,154,154
Ceyda,F,100,88,0,88
Khala,F,100,281,0,281
Yesmeen,F,100,39,0,39
Nakosha,F,100,15,0,15
Kiaron,M,100,0,5,5
Eilan,M,100,0,39,39
Analuz,F,100,49,0,49
Yazira,F,100,31,0,31
Gerianne,F,100,506,0,506
Ellysen,F,100,7,0,7
Yesennia,F,100,77,0,77
Yolaunda,F,100,14,0,14
Dawuan,M,100,0,47,47
Brajon,M,100,0,8,8
Amala,F,100,147,0,147
Bezawit,F,100,38,0,38
Esaias,M,100,0,359,359
Florinda,F,100,952,0,952
Kiandria,F,100,61,0,61
Callysta,F,100,51,0,51
Davaunte,M,100,0,5,5
Yarrow,F,77,54,16,70
Jamaria,F,97,1048,37,1085
Nakysha,F,100,11,0,11
Lajeana,F,100,106,0,106
Maydean,F,100,6,0,6
Maicy,F,100,89,0,89
Mablene,F,100,15,0,15
Shantara,F,100,146,0,146
Leslyn,F,100,151,0,151
Jarrion,M,100,0,21,21
Janeka,F,100,249,0,249
Napoleon,M,100,0,3567,3567
Latrisa,F,100,144,0,144
Jahred,M,100,0,131,131
Kayvon,M,100,0,927,927
Shanaye,F,100,122,0,122
Jeffy,M,100,0,49,49
Sydney,F,97,158289,4100,162389
Kalaysha,F,100,32,0,32
Edynn,F,100,70,0,70
Shadron,M,100,0,11,11
Steffani,F,100,985,0,985
Damarkus,M,100,0,272,272
Devine,M,52,627,687,1314
Shanni,F,100,28,0,28
Jaddan,M,100,0,5,5
Jaymion,M,100,0,5,5
Juliane,F,100,2070,0,2070
Denaysia,F,100,51,0,51
Priscilia,F,100,9,0,9
Trinka,F,100,81,0,81
Nochum,M,100,0,149,149
Lucca,M,86,338,2096,2434
Jilberto,M,100,0,189,189
Darci,F,100,6204,0,6204
Miaja,F,100,35,0,35
Emalia,F,100,136,0,136
Ernel,M,100,0,5,5
Utsav,M,100,0,15,15
Kayleejo,F,100,12,0,12
Latongia,F,100,10,0,10
Majayla,F,100,18,0,18
Humzah,M,100,0,138,138
Corando,M,100,0,7,7
Tivona,F,100,38,0,38
Ruthi,F,100,18,0,18
Shawneequa,F,100,90,0,90
Maianh,F,100,21,0,21
Shyleah,F,100,5,0,5
Charnika,F,100,62,0,62
Halene,F,100,5,0,5
Leonel,M,100,5,15504,15509
Grayci,F,100,53,0,53
Ciannah,F,100,19,0,19
Karran,F,100,11,0,11
Windy,F,100,4889,12,4901
Rheia,F,100,5,0,5
Garald,M,100,0,174,174
Onna,F,100,467,0,467
Juliza,F,100,498,0,498
Lajayceon,M,100,0,5,5
Aneysha,F,100,5,0,5
Stellan,M,100,0,404,404
Muntaha,F,100,138,0,138
Shirlyn,F,100,305,0,305
Rider,M,100,0,872,872
Golda,F,100,1125,0,1125
Volvi,M,100,0,7,7
Wafaa,F,100,56,0,56
Exzavior,M,100,0,29,29
Siosiua,M,100,0,7,7
Borna,M,100,0,40,40
Latreisha,F,100,12,0,12
Bara,M,100,0,12,12
Vyla,F,100,30,0,30
Josanne,F,100,58,0,58
Cutler,M,100,0,612,612
Lamor,M,100,0,49,49
Janeicia,F,100,5,0,5
Shaft,M,100,0,103,103
Kayleah,F,100,491,0,491
Toxie,M,100,0,5,5
Jemica,F,100,42,0,42
Siona,F,100,238,0,238
Georffrey,M,100,0,16,16
Mayre,F,100,10,0,10
Pearle,F,100,41,0,41
Aaleigha,F,100,139,0,139
Rye,M,92,43,467,510
Tamilyn,F,100,101,0,101
Floyda,F,100,5,0,5
Marciana,F,100,185,0,185
Deldrick,M,100,0,225,225
Jareem,M,100,0,29,29
Jolia,F,100,37,0,37
Jamaika,F,100,26,0,26
Cielle,F,100,45,0,45
Sohum,M,100,0,376,376
Alajandro,M,100,0,7,7
Barbe,F,100,36,0,36
Menley,F,100,13,0,13
Dawt,F,100,32,0,32
Joane,F,100,617,0,617
Damario,M,100,0,1124,1124
Macailyn,F,100,10,0,10
Teneika,F,100,19,0,19
Tanyka,F,100,29,0,29
Ruston,M,100,0,588,588
Tylur,M,100,0,5,5
Delrae,F,100,113,0,113
Ashlly,F,100,11,0,11
Raeqwan,M,100,0,14,14
Neidelyn,F,100,5,0,5
Ilysa,F,100,18,0,18
Trayson,M,100,0,289,289
Manasseh,M,99,5,338,343
Ilze,F,100,68,0,68
Tenajah,F,100,11,0,11
Aubrieanna,F,100,25,0,25
Jovial,F,100,5,0,5
Inge,F,100,513,0,513
Khaliq,M,100,0,553,553
Annica,F,100,572,0,572
Emryck,M,100,0,5,5
Lafondra,F,100,45,0,45
Britza,F,100,16,0,16
Arlyn,F,61,1408,905,2313
Jovannie,M,97,11,308,319
Diore,F,100,39,0,39
Aletia,F,100,55,0,55
Kynleigh,F,100,872,0,872
Haloa,M,100,0,9,9
Letisa,F,100,10,0,10
Bryttnee,F,100,10,0,10
Corban,M,100,6,2729,2735
Giliana,F,100,61,0,61
Twanika,F,100,6,0,6
Rayan,M,86,596,3632,4228
Jazzlyne,F,100,47,0,47
Kura,F,100,59,0,59
Shanyk,F,100,6,0,6
Deborrah,F,100,882,0,882
Mistica,F,100,25,0,25
Habacuc,M,100,0,10,10
Marcial,M,100,0,1583,1583
Kyona,F,100,215,0,215
Lidea,F,100,5,0,5
Tyray,M,100,0,319,319
Kortez,M,100,0,548,548
Alois,M,100,0,215,215
Keane,M,100,0,1236,1236
Delia,F,100,19263,24,19287
Syler,M,97,18,538,556
Chryl,F,100,217,0,217
Makhaya,F,100,5,0,5
Qaiden,M,100,0,5,5
Teaka,F,100,15,0,15
Taura,F,100,433,0,433
Laysha,F,100,752,0,752
Amrutha,F,100,174,0,174
Dondrey,M,100,0,5,5
Sahriyah,F,100,6,0,6
Khou,F,100,30,0,30
Zainb,F,100,5,0,5
Ovella,F,100,22,0,22
Deaundray,M,100,0,16,16
Azilee,F,100,12,0,12
Laroderick,M,100,0,21,21
Abhinay,M,100,0,5,5
Nahari,F,100,5,0,5
Zuleimy,F,100,21,0,21
Arfa,F,100,63,0,63
Genna,F,100,2920,0,2920
Loriyah,F,100,6,0,6
Taeghan,F,100,10,0,10
Kentral,M,100,0,45,45
Keyuana,F,100,78,0,78
Sharion,F,100,563,0,563
Montez,M,95,156,2799,2955
Jaree,F,54,106,92,198
Lashyia,F,100,20,0,20
Jaquasha,F,100,71,0,71
Lynmarie,F,100,19,0,19
Michellene,F,100,17,0,17
Zoey,F,100,57701,180,57881
Lathen,M,100,0,298,298
Zamar,M,100,0,321,321
Afrah,F,100,160,0,160
Nehal,F,67,135,66,201
Kaylianna,F,100,184,0,184
Kemauri,M,85,49,269,318
Diannie,F,100,79,0,79
Wimberly,F,100,27,0,27
Krispin,M,100,0,5,5
Jourdan,F,57,2217,1669,3886
Puaolena,F,100,5,0,5
Mirjana,F,100,112,0,112
Deyjah,F,100,52,0,52
Deenah,F,100,22,0,22
Thoma,M,84,15,79,94
Oluwatosin,F,53,150,132,282
Ashwin,M,100,0,1684,1684
Larkie,F,50,5,5,10
Mirtha,F,100,532,0,532
Jahairy,F,100,5,0,5
Kemily,F,100,29,0,29
Dewanna,F,100,688,0,688
Takena,F,100,11,0,11
Jehoshua,M,100,0,14,14
Preciosa,F,100,150,0,150
Sadiga,F,100,17,0,17
Tenyah,F,100,6,0,6
Goble,M,100,0,5,5
Tahjanay,F,100,6,0,6
Damel,M,100,0,64,64
Jesmarie,F,100,39,0,39
Breonca,F,100,38,0,38
Tayen,F,68,65,31,96
Rushon,M,100,0,16,16
Jaikob,M,100,0,72,72
Arinzechukwu,M,100,0,22,22
Mariyon,M,100,0,20,20
Khairee,M,100,0,11,11
Elleen,F,100,103,0,103
Ezariyah,F,100,10,0,10
Shyler,F,62,163,102,265
Kendree,F,100,5,0,5
Nakisa,F,100,26,0,26
Diannia,F,100,333,0,333
Shaheim,M,100,0,209,209
Vertina,F,100,52,0,52
Jolynda,F,100,86,0,86
Reilly,F,55,4723,3851,8574
Aleanna,F,100,95,0,95
Caster,M,100,0,75,75
Djon,M,100,0,99,99
Nichloas,M,100,0,43,43
Hatem,M,100,0,59,59
Parizoda,F,100,12,0,12
Zeric,M,100,0,109,109
Magdalina,F,100,99,0,99
Sharae,F,100,1275,0,1275
Tri,M,100,0,611,611
Drea,F,100,554,0,554
Nandika,F,100,66,0,66
Haig,M,100,0,319,319
Joel,M,99,1934,224114,226048
Salima,F,100,436,0,436
Sherise,F,100,975,0,975
Wendeline,F,100,12,0,12
Ramsy,M,100,0,5,5
Lexii,F,100,104,0,104
Joscelynn,F,100,153,0,153
Jaydalee,F,100,69,0,69
Giomar,M,100,0,98,98
Harkeem,M,100,0,6,6
Elijahwan,M,100,0,6,6
Tyteanna,F,100,154,0,154
Mynika,F,100,6,0,6
Hong,F,72,450,179,629
Shant,M,100,0,742,742
Donni,F,97,179,6,185
Eustacia,F,100,151,0,151
Cruze,M,100,0,333,333
Breeze,F,95,625,33,658
Senneca,M,100,0,11,11
Blaide,M,100,0,6,6
Desitny,F,100,5,0,5
Zaphira,F,100,18,0,18
Jeanene,F,100,1669,0,1669
Lelianna,F,100,5,0,5
Jessicaanne,F,100,60,0,60
Grecia,F,100,4440,0,4440
Caelyn,F,100,1903,5,1908
Yolandita,F,100,6,0,6
Roth,M,100,0,220,220
Draegan,M,100,0,37,37
Lynnessa,F,100,5,0,5
Orbin,M,100,0,53,53
Suesan,F,100,56,0,56
Conchata,F,100,15,0,15
Martini,F,100,26,0,26
Jedaiah,M,100,0,108,108
Jennipher,F,100,639,0,639
Enos,M,100,0,1573,1573
Nakshatra,F,100,43,0,43
Mahonri,M,100,0,88,88
Isileli,M,100,0,18,18
Jamisha,F,100,694,0,694
Jazlyn,F,100,10796,0,10796
Krischelle,F,100,10,0,10
Antonial,M,100,0,5,5
Cavan,M,100,0,1341,1341
Trishelle,F,100,205,0,205
Shaurice,F,100,42,0,42
Esten,M,100,0,120,120
Poem,F,100,6,0,6
Shiheim,M,100,0,10,10
Dilana,F,100,70,0,70
Glenyce,F,100,17,0,17
Hendry,M,100,0,77,77
Sharli,F,100,26,0,26
Makenlee,F,100,178,0,178
Dunstan,M,100,0,5,5
Taquilla,F,100,219,0,219
Tantanea,F,100,8,0,8
Danylah,F,100,65,0,65
Shantrel,F,100,42,0,42
Davonte,M,100,5,4128,4133
Caolan,M,100,0,24,24
Silviana,F,100,11,0,11
Taygan,F,87,138,20,158
Arria,F,100,188,0,188
Talyia,F,100,72,0,72
Anelie,F,100,27,0,27
Pierceson,M,100,0,31,31
Maelis,F,100,6,0,6
Gibert,M,100,0,5,5
Arthelia,F,100,10,0,10
Darrick,M,100,11,7902,7913
Ayofemi,F,100,14,0,14
Haashim,M,100,0,7,7
Djanae,F,100,5,0,5
Sanaai,F,100,80,0,80
Rudyard,M,100,0,23,23
Shely,F,100,36,0,36
Erenest,M,100,0,5,5
Jacare,M,100,0,6,6
Madysn,F,100,26,0,26
Lucky,M,87,336,2318,2654
Leonydus,M,100,0,5,5
Rossi,M,55,202,246,448
Evola,F,100,5,0,5
Staisha,F,100,82,0,82
Aundreia,F,100,5,0,5
Elrico,M,100,0,38,38
Jovani,M,98,109,5402,5511
Tria,F,100,239,0,239
Shiffon,F,100,18,0,18
Judia,F,100,11,0,11
Azrielle,F,100,112,0,112
Haset,F,100,71,0,71
Juleesa,F,100,24,0,24
Fanisha,F,100,39,0,39
Mensah,M,100,0,33,33
Zolah,F,100,13,0,13
Farley,M,99,10,717,727
Dermaine,M,100,0,46,46
Jaclyn,F,100,47750,103,47853
Lorisa,F,100,402,0,402
Gabril,M,100,0,11,11
Kendrix,M,96,17,390,407
Ranim,F,100,19,0,19
Fhernando,M,100,0,5,5
Mette,F,100,62,0,62
Sephra,F,100,40,0,40
Khrystyne,F,100,97,0,97
Drae,M,100,0,96,96
Daiana,F,100,837,0,837
Clyde,M,99,233,38056,38289
Momin,M,100,0,168,168
Soumya,F,100,256,0,256
Eloyd,M,100,0,10,10
Harout,M,100,0,287,287
Sharice,F,100,1459,0,1459
Sonceria,F,100,5,0,5
Narin,M,74,11,32,43
Austin,M,99,4107,376803,380910
Anush,M,100,0,73,73
Tomi,F,95,2287,120,2407
Kaikoa,M,100,0,51,51
Madoxx,M,100,0,22,22
Soryn,F,63,17,10,27
Snow,F,99,396,6,402
Kiajah,F,100,46,0,46
Shakenya,F,100,151,0,151
Yajayra,F,100,304,0,304
Lilliemae,F,100,18,0,18
Ruqaiya,F,100,11,0,11
Strickland,M,100,0,5,5
Evans,M,99,24,2311,2335
Kuan,M,100,0,24,24
Adisyn,F,100,947,0,947
Cas,M,100,0,53,53
Nigell,M,100,0,6,6
Mireyli,F,100,43,0,43
Tavan,M,100,0,32,32
Machele,F,100,381,0,381
Rozana,F,100,28,0,28
Dezerey,F,100,6,0,6
Peaches,F,100,702,0,702
Laderrion,M,100,0,22,22
Nelse,M,100,0,5,5
Madolynn,F,100,39,0,39
Yamiled,F,100,37,0,37
Klayre,F,100,7,0,7
Jerrine,F,100,76,0,76
Syanne,F,100,224,0,224
Patriccia,F,100,6,0,6
Asmar,M,100,0,170,170
Hevyn,F,100,39,0,39
Denes,M,100,0,5,5
Damariyon,M,100,0,27,27
Cerjio,M,100,0,5,5
Graye,F,50,5,5,10
Taishi,M,100,0,54,54
Oluwajoba,M,100,0,5,5
Micaih,M,100,0,10,10
Sameyah,F,100,10,0,10
Raafay,M,100,0,7,7
Naledi,F,100,7,0,7
Arelin,F,100,6,0,6
Zamiah,F,100,302,0,302
Abheek,M,100,0,7,7
Breion,M,75,45,137,182
Elkan,M,100,0,24,24
Katrin,F,100,1009,0,1009
Mishale,F,100,6,0,6
Legacy,F,81,761,181,942
Enrika,F,100,71,0,71
Bryanda,F,100,94,0,94
Chea,F,84,80,15,95
Roz,F,100,45,0,45
Shimaya,F,100,7,0,7
Kirstie,F,100,4150,0,4150
Zyien,M,80,12,48,60
Kelty,F,100,120,0,120
Maryela,F,100,99,0,99
Zaquavious,M,100,0,5,5
Myeka,F,100,14,0,14
Laneeka,F,100,10,0,10
Albertico,M,100,0,5,5
Jadin,M,69,643,1438,2081
Arka,M,100,0,16,16
Gerlean,F,100,11,0,11
Londa,F,100,1443,0,1443
Brodderick,M,100,0,10,10
Samoni,F,100,32,0,32
Aurash,M,100,0,13,13
Shyana,F,100,263,0,263
Dreauna,F,100,5,0,5
Dettrick,M,100,0,5,5
Endya,F,100,260,0,260
Oleksiy,M,100,0,5,5
Xanden,M,100,0,5,5
Berel,M,100,0,89,89
Nethaniel,M,100,0,223,223
Stevii,F,100,6,0,6
Olibia,F,100,5,0,5
Makirah,F,100,23,0,23
Harim,M,100,0,108,108
Karenda,F,100,35,0,35
Gerzon,M,100,0,12,12
Tahjanae,F,100,78,0,78
Geneva,F,100,18761,11,18772
Terric,M,100,0,36,36
Tuwanna,F,100,152,0,152
Emmasophia,F,100,26,0,26
Jayriel,M,100,0,19,19
Bennjamin,M,100,0,10,10
Catilin,F,100,58,0,58
Kiefer,M,100,0,1826,1826
Tekela,F,100,121,0,121
Alexanderia,F,100,739,0,739
Srivatsan,M,100,0,10,10
Abbi,F,100,1932,0,1932
Lacheryl,F,100,156,0,156
Ajoni,M,100,0,10,10
Jahziyah,F,100,18,0,18
Paull,M,100,0,5,5
Brookelin,F,100,74,0,74
Dyonte,M,100,0,30,30
Ervie,M,100,0,18,18
Anikia,F,100,5,0,5
Kylia,F,100,880,0,880
Karizmah,F,100,6,0,6
Natsha,F,100,115,0,115
Antonita,F,100,17,0,17
Harless,M,100,0,56,56
Elwanda,F,100,188,0,188
Sharnae,F,100,373,0,373
Tenasia,F,100,79,0,79
Cleste,F,100,5,0,5
Konstantina,F,100,419,0,419
Jamerious,M,100,0,31,31
Yohsuke,M,100,0,5,5
Mayuko,F,100,26,0,26
Vestina,F,100,5,0,5
Bryhanna,F,100,20,0,20
Daronte,M,100,0,94,94
Kiril,M,100,0,124,124
Deylani,F,100,16,0,16
Tarha,F,100,5,0,5
Hinata,F,94,98,6,104
Hyun,M,61,168,258,426
Maryruth,F,100,98,0,98
Trevyon,M,100,0,133,133
Jahsir,M,100,0,382,382
Paisley,F,100,18183,24,18207
Semaria,F,100,12,0,12
Laylene,F,100,6,0,6
Darneshia,F,100,171,0,171
Jareli,F,100,201,0,201
Benley,M,100,0,5,5
Keisel,M,100,0,5,5
Talibah,F,100,123,0,123
Ksenia,F,100,323,0,323
Khalila,F,100,237,0,237
Anjel,M,72,376,991,1367
Hawwa,F,100,26,0,26
Tateana,F,100,39,0,39
Taressa,F,100,362,0,362
Gelisa,F,100,129,0,129
Ladawn,F,100,1510,0,1510
Jessus,M,100,0,31,31
Kavaughn,M,100,0,87,87
Zinab,F,100,41,0,41
Quaseem,M,100,0,6,6
Lakeba,F,100,28,0,28
Jasaun,M,100,0,146,146
Giannah,F,100,284,0,284
Brettlee,M,100,0,5,5
Quarterrio,M,100,0,11,11
Abdulhakim,M,100,0,16,16
Madi,F,100,169,0,169
Shalimar,F,99,634,5,639
Loxie,F,100,11,0,11
Chrisanthi,F,100,5,0,5
Lizet,F,100,2437,0,2437
Anaja,F,100,220,0,220
Cydnie,F,100,384,0,384
Mandolyn,F,100,58,0,58
